customer_id,compras,gasto_total,visitas,price_mean,price_max,antiguedad_dias,edad_anios,views_per_day,buys_per_100d,view_to_buy,log_visitas,log_compras,log_gasto_total,log_price_mean,log_price_max,gen_female,gen_male,gen_unk,cat_blouse,cat_dress,cat_jacket,cat_jeans,cat_shirt,cat_shoes,cat_skirt,cat_slacks,cat_suit,cat_t-shirt,dev_desktop,dev_mobile,color_blue,color_green,color_orange,color_purple,color_red,color_white,color_yellow,adj_luxury,adj_deluxe,adj_exclusive,adj_elegant,adj_casual,adj_modern,adj_classic,adj_stylish,adj_durable,adj_lightweight,adj_premium,adj_sport,adj_comfort,adj_trend
CUST_0012,12,15724.15,59,1310.3458333333333,1489.26,854,19.693360711841205,0.06908665105386416,1.257861635220126,4.538461538461538,4.0943445622221,2.5649493574615367,9.663016620473861,7.178809242518127,7.306705880361031,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0013,10,12484.83,48,1248.483,1482.01,420,27.967145790554415,0.11428571428571428,1.923076923076923,4.363636363636363,3.8918202981106265,2.3978952727983707,9.432349680279922,7.130485144740275,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0014,10,12534.74,42,1253.474,1490.65,1040,30.236824093086927,0.04038461538461539,0.8771929824561403,3.8181818181818183,3.7612001156935624,2.3978952727983707,9.436339043552746,7.134471640203102,7.307638168794068,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0015,7,9160.539999999999,38,1308.6485714285714,1482.01,990,26.091718001368925,0.03838383838383838,0.6422018348623852,4.75,3.6635616461296463,2.0794415416798357,9.122769565807953,7.1775141141203544,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0016,13,16596.09,61,1276.6223076923077,1489.03,450,20.53388090349076,0.13555555555555557,2.3636363636363638,4.357142857142857,4.127134385045092,2.6390573296152584,9.716982657772764,7.1527560573716515,7.306551532965002,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0017,9,11855.73,38,1317.3033333333333,1482.01,1085,30.56810403832991,0.035023041474654376,0.759493670886076,3.8,3.6635616461296463,2.302585092994046,9.380650917840109,7.184100835269666,7.301829085203532,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0018,9,11390.789999999999,43,1265.6433333333332,1482.01,898,25.65366187542779,0.04788418708240535,0.9018036072144289,4.3,3.784189633918261,2.302585092994046,9.340648199493085,7.144125635824066,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0019,8,10381.84,45,1297.73,1495.27,850,29.456536618754278,0.052941176470588235,0.8421052631578947,5.0,3.828641396489095,2.1972245773362196,9.247909722380234,7.169142142872343,7.310730623533058,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0020,4,4846.26,21,1211.565,1457.27,1201,23.04722792607803,0.017485428809325562,0.3074558032282859,4.2,3.091042453358316,1.6094379124341003,8.486168875834414,7.10049322962219,7.285006080609129,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0021,11,13677.65,68,1243.4227272727273,1463.1,1194,30.590006844626966,0.05695142378559464,0.8500772797527049,5.666666666666667,4.23410650459726,2.4849066497880004,9.523591502096409,7.126427028495989,7.288995998199437,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0022,11,13860.24,53,1260.0218181818182,1490.65,558,23.408624229979466,0.09498207885304659,1.6717325227963526,4.416666666666667,3.9889840465642745,2.4849066497880004,9.536851734831508,7.13967763810058,7.307638168794068,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0023,13,16208.029999999999,84,1246.7715384615383,1475.75,629,19.058179329226558,0.13354531001589826,1.7832647462277091,6.0,4.442651256490317,2.6390573296152584,9.693323773334079,7.129114470041278,7.297599006187345,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0024,10,11916.32,51,1191.632,1404.93,739,23.082819986310746,0.06901217861975643,1.1918951132300357,4.636363636363637,3.9512437185814275,2.3978952727983707,9.385748083126025,7.083917908460508,7.248454284502481,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0025,9,12012.310000000001,49,1334.7011111111112,1489.26,1227,27.1129363449692,0.03993480032599837,0.6782215523737755,4.9,3.912023005428146,2.302585092994046,9.39377048076593,7.197211609839501,7.306705880361031,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0026,15,19834.14,77,1322.276,1487.42,378,21.505817932922657,0.2037037037037037,3.1380753138075317,4.8125,4.356708826689592,2.772588722239781,9.895210391153922,7.187865759137547,7.30547043363024,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0027,9,10785.51,39,1198.39,1441.13,757,22.072553045859,0.05151915455746367,1.0501750291715286,3.9,3.6888794541139363,2.302585092994046,9.28605155829501,7.089568373197568,7.273876466347277,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_0028,7,8637.92,32,1233.9885714285715,1490.65,1206,29.598904859685145,0.026533996683250415,0.5359877488514548,4.0,3.4965075614664802,2.0794415416798357,9.06403285398495,7.118816995115269,7.307638168794068,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0029,16,20148.93,78,1259.308125,1490.65,446,21.44284736481862,0.17488789237668162,2.93040293040293,4.588235294117647,4.3694478524670215,2.833213344056216,9.910956093423385,7.139111513700392,7.307638168794068,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0030,17,21460.11,78,1262.359411764706,1469.53,446,27.312799452429843,0.17488789237668162,3.1135531135531136,4.333333333333333,4.3694478524670215,2.8903717578961645,9.973997738984973,7.141529651753123,7.293378159010021,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0031,16,20548.54,84,1284.28375,1487.42,736,29.32785763175907,0.11413043478260869,1.9138755980861246,4.9411764705882355,4.442651256490317,2.833213344056216,9.930593835245622,7.158734790073431,7.30547043363024,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0032,18,22541.96,84,1252.331111111111,1489.26,284,18.90485968514716,0.29577464788732394,4.6875,4.421052631578948,4.442651256490317,2.9444389791664403,10.023178101065831,7.133560174664614,7.306705880361031,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0033,16,19808.16,86,1238.01,1489.26,532,20.695414099931554,0.16165413533834586,2.531645569620253,5.0588235294117645,4.465908118654584,2.833213344056216,9.893899735966716,7.122067952621592,7.306705880361031,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0034,19,24559.12,103,1292.5852631578946,1490.65,423,23.06365503080082,0.24349881796690306,3.6328871892925427,5.15,4.6443908991413725,2.995732273553991,10.108879268242628,7.165172916081351,7.307638168794068,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0035,11,14863.05,54,1351.1863636363635,1490.65,634,29.240246406570844,0.08517350157728706,1.4986376021798364,4.5,4.007333185232471,2.4849066497880004,9.60670082488004,7.209478090029751,7.307638168794068,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0036,9,11257.72,41,1250.8577777777778,1439.79,974,19.537303216974674,0.04209445585215606,0.8379888268156425,4.1,3.7376696182833684,2.302585092994046,9.328898218500198,7.132383949183388,7.272946853249098,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0037,16,21972.53,63,1373.283125,1490.05,617,19.4031485284052,0.10210696920583469,2.2315202231520224,3.7058823529411766,4.1588830833596715,2.833213344056216,9.997593826117908,7.22568751050703,7.307235848743045,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0038,7,8637.57,36,1233.9385714285713,1482.01,1022,20.32306639288159,0.03522504892367906,0.6238859180035651,4.5,3.6109179126442243,2.0794415416798357,9.063992338840674,7.118776508091066,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0039,6,6959.12,31,1159.8533333333332,1374.32,1112,19.3347022587269,0.02787769784172662,0.4950495049504951,4.428571428571429,3.4657359027997265,1.9459101490553132,8.847951994559144,7.056910645839587,7.226441710296608,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0040,16,20090.5,83,1255.65625,1487.42,406,24.00273785078713,0.2044334975369458,3.16205533596838,4.882352941176471,4.430816798843313,2.833213344056216,9.908052119033707,7.136209702614924,7.30547043363024,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0041,12,15260.97,42,1271.7475,1482.01,948,18.981519507186857,0.04430379746835443,1.1450381679389312,3.230769230769231,3.7612001156935624,2.5649493574615367,9.633119392181285,7.148933228529878,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0042,12,15258.48,46,1271.54,1482.01,1098,24.021902806297057,0.04189435336976321,1.001669449081803,3.5384615384615383,3.8501476017100584,2.5649493574615367,9.63295622824212,7.14877018211531,7.301829085203532,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0043,10,13587.72,44,1358.772,1495.27,471,23.72347707049966,0.09341825902335456,1.7513134851138354,4.0,3.8066624897703196,2.3978952727983707,9.51699531580719,7.215072317616936,7.310730623533058,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0044,18,22177.72,84,1232.0955555555556,1487.42,279,20.73100616016427,0.3010752688172043,4.74934036939314,4.421052631578948,4.442651256490317,2.9444389791664403,10.00688854959076,7.117282998584494,7.30547043363024,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0045,16,20859.3,83,1303.70625,1490.05,753,24.83504449007529,0.1102257636122178,1.875732708089097,4.882352941176471,4.430816798843313,2.833213344056216,9.945603110042912,7.173733198633495,7.307235848743045,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0046,12,16139.8,56,1344.9833333333333,1489.82,601,19.693360711841205,0.09317803660565724,1.7118402282453637,4.3076923076923075,4.04305126783455,2.5649493574615367,9.689105506890492,7.204880127760502,7.307081583130891,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0047,6,8052.42,32,1342.07,1444.44,827,20.265571526351813,0.03869407496977025,0.6472491909385114,4.571428571428571,3.4965075614664802,1.9459101490553132,8.99385212491214,7.202713317279596,7.27616905246624,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0048,12,14991.15,52,1249.2625,1487.42,896,30.286105407255306,0.05803571428571429,1.2048192771084336,4.0,3.970291913552122,2.5649493574615367,9.61528200976433,7.131108808249433,7.30547043363024,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0049,11,14962.99,66,1360.2718181818182,1495.27,345,19.67419575633128,0.19130434782608696,2.4719101123595504,5.5,4.204692619390966,2.4849066497880004,9.613401927197298,7.216174702167808,7.310730623533058,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0050,10,13151.13,57,1315.1129999999998,1482.01,1233,23.241615331964407,0.046228710462287104,0.7501875468867216,5.181818181818182,4.060443010546419,2.3978952727983707,9.484339001675334,7.182437974460364,7.301829085203532,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0051,8,10142.05,30,1267.75625,1482.01,1188,21.2621492128679,0.025252525252525252,0.6211180124223602,3.3333333333333335,3.4339872044851463,2.1972245773362196,9.22454402087188,7.1457923688863385,7.301829085203532,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0052,12,15375.09,65,1281.2575,1490.65,274,29.36892539356605,0.23722627737226276,3.2085561497326203,5.0,4.189654742026425,2.5649493574615367,9.640568984470779,7.156377475345662,7.307638168794068,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0053,14,18173.03,59,1298.0735714285713,1489.82,732,21.371663244353183,0.08060109289617487,1.6826923076923077,3.933333333333333,4.0943445622221,2.70805020110221,9.807748930963735,7.169406652040283,7.307081583130891,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0054,13,16681.85,66,1283.2192307692308,1490.65,536,19.753593429158112,0.12313432835820895,2.044025157232704,4.714285714285714,4.204692619390966,2.6390573296152584,9.722136524626617,7.157906210149889,7.307638168794068,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0055,14,18573.96,65,1326.7114285714285,1489.26,662,27.238877481177276,0.09818731117824774,1.837270341207349,4.333333333333333,4.189654742026425,2.70805020110221,9.829569716151608,7.191212008661322,7.306705880361031,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0056,8,10053.18,37,1256.6475,1444.44,1047,22.310746064339494,0.03533906399235912,0.6974716652136007,4.111111111111111,3.6375861597263857,2.1972245773362196,9.215743747414319,7.136998191317894,7.27616905246624,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0057,14,18081.39,80,1291.527857142857,1486.39,492,30.62012320328542,0.16260162601626016,2.364864864864865,5.333333333333333,4.394449154672439,2.70805020110221,9.80269381547529,7.164355159065494,7.3047781851055475,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0058,10,12565.52,54,1256.5520000000001,1490.65,959,20.955509924709105,0.056308654848800835,0.9442870632672332,4.909090909090909,4.007333185232471,2.3978952727983707,9.438791413612352,7.136922253007596,7.307638168794068,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0059,15,18085.93,92,1205.7286666666666,1487.42,363,18.902121834360027,0.2534435261707989,3.239740820734341,5.75,4.532599493153256,2.772588722239781,9.802944856967022,7.095668396047207,7.30547043363024,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0060,11,13660.4,54,1241.8545454545454,1486.39,695,21.66735112936345,0.0776978417266187,1.3836477987421383,4.5,4.007333185232471,2.4849066497880004,9.522329616892174,7.125166065721019,7.3047781851055475,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0061,8,9536.779999999999,43,1192.0974999999999,1472.85,1084,30.078028747433265,0.03966789667896679,0.6756756756756757,4.777777777777778,3.784189633918261,2.1972245773362196,9.163016032959947,7.084308145497781,7.29563330366325,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0062,11,13997.0,52,1272.4545454545455,1495.27,1205,21.0403832991102,0.043153526970954356,0.842911877394636,4.333333333333333,3.970291913552122,2.4849066497880004,9.546669741249485,7.1494886011673175,7.310730623533058,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0063,5,6912.71,25,1382.542,1463.1,1143,23.419575633127995,0.021872265966754154,0.4022526146419952,4.166666666666667,3.258096538021482,1.791759469228055,8.841261675719922,7.232402156554411,7.288995998199437,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_0064,10,12191.0,44,1219.1,1475.75,986,23.238877481177276,0.04462474645030426,0.9208103130755065,4.0,3.8066624897703196,2.3978952727983707,9.408535277926427,7.106688101581288,7.297599006187345,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST_0065,17,20659.73,82,1215.2782352941176,1457.27,676,28.0684462696783,0.12130177514792899,2.1907216494845363,4.555555555555555,4.418840607796598,2.8903717578961645,9.935990076028101,7.103550848272162,7.285006080609129,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
